FECHA HECHO,COD_DEPTO,DEPARTAMENTO,COD_MUNI,MUNICIPIO,DESCRIPCION CONDUCTA,CANTIDAD
"05/14/2024 12:00:00 AM,11,BOGOTA D.C.,11001,""BOGOTA, D.C."",ARTICULO 188 A.- TRATA DE PERSONAS,1"
"05/15/2024 12:00:00 AM,11,BOGOTA D.C.,11001,""BOGOTA, D.C."",ARTICULO 188 A.- TRATA DE PERSONAS,1"
05/15/2024 12:00:00 AM,73,TOLIMA,73001,IBAGUE,ARTICULO 188. TRAFICO DE MIGRANTES,1
"05/18/2024 12:00:00 AM,11,BOGOTA D.C.,11001,""BOGOTA, D.C."",ARTICULO 188 A.- TRATA DE PERSONAS,1"
05/19/2024 12:00:00 AM,13,BOLIVAR,13001,CARTAGENA,ARTICULO 188 A.- TRATA DE PERSONAS,1
05/19/2024 12:00:00 AM,13,BOLIVAR,13001,CARTAGENA,ARTICULO 188 A.- TRATA DE PERSONAS,1
05/19/2024 12:00:00 AM,13,BOLIVAR,13001,CARTAGENA,ARTICULO 188 A.- TRATA DE PERSONAS,1
"05/20/2024 12:00:00 AM,11,BOGOTA D.C.,11001,""BOGOTA, D.C."",ARTICULO 188. TRAFICO DE MIGRANTES,1"
05/20/2024 12:00:00 AM,76,VALLE DEL CAUCA,76001,CALI,ARTICULO 188 A.- TRATA DE PERSONAS,1
"05/21/2024 12:00:00 AM,11,BOGOTA D.C.,11001,""BOGOTA, D.C."",ARTICULO 188. TRAFICO DE MIGRANTES,1"
05/24/2024 12:00:00 AM,05,ANTIOQUIA,05001,MEDELLIN,ARTICULO 188 A.- TRATA DE PERSONAS,1
05/27/2024 12:00:00 AM,66,RISARALDA,66001,PEREIRA,ARTICULO 188 A.- TRATA DE PERSONAS,1
05/28/2024 12:00:00 AM,20,CESAR,20550,PELAYA,ARTICULO 188 A.- TRATA DE PERSONAS,1
05/28/2024 12:00:00 AM,20,CESAR,20550,PELAYA,ARTICULO 188 A.- TRATA DE PERSONAS,1
05/28/2024 12:00:00 AM,20,CESAR,20550,PELAYA,ARTICULO 188 A.- TRATA DE PERSONAS,1
05/28/2024 12:00:00 AM,20,CESAR,20550,PELAYA,ARTICULO 188 A.- TRATA DE PERSONAS,1
05/29/2024 12:00:00 AM,52,NARIÑO,52001,PASTO,ARTICULO 188 A.- TRATA DE PERSONAS,1
05/29/2024 12:00:00 AM,76,VALLE DEL CAUCA,76001,CALI,ARTICULO 188 A.- TRATA DE PERSONAS,1
05/29/2024 12:00:00 AM,76,VALLE DEL CAUCA,76001,CALI,ARTICULO 188 A.- TRATA DE PERSONAS,1
05/30/2024 12:00:00 AM,08,ATLANTICO,08296,GALAPA,ARTICULO 188. TRAFICO DE MIGRANTES,1
"06/01/2024 12:00:00 AM,11,BOGOTA D.C.,11001,""BOGOTA, D.C."",ARTICULO 188 A.- TRATA DE PERSONAS,1"
06/01/2024 12:00:00 AM,54,NORTE DE SANTANDER,54001,CUCUTA,ARTICULO 188 A.- TRATA DE PERSONAS,1
06/01/2024 12:00:00 AM,54,NORTE DE SANTANDER,54810,TIBU,ARTICULO 188 A.- TRATA DE PERSONAS,1
06/03/2024 12:00:00 AM,05,ANTIOQUIA,05088,BELLO,ARTICULO 188 A.- TRATA DE PERSONAS,3
06/07/2024 12:00:00 AM,85,CASANARE,85001,YOPAL,ARTICULO 188 A.- TRATA DE PERSONAS,1
06/07/2024 12:00:00 AM,85,CASANARE,85001,YOPAL,ARTICULO 188 A.- TRATA DE PERSONAS,1
"06/09/2024 12:00:00 AM,11,BOGOTA D.C.,11001,""BOGOTA, D.C."",ARTICULO 188 A.- TRATA DE PERSONAS,1"
06/10/2024 12:00:00 AM,94,GUAINIA,94001,INIRIDA,ARTICULO 188 A.- TRATA DE PERSONAS,1
06/10/2024 12:00:00 AM,94,GUAINIA,94001,INIRIDA,ARTICULO 188 A.- TRATA DE PERSONAS,1
06/10/2024 12:00:00 AM,94,GUAINIA,94001,INIRIDA,ARTICULO 188 A.- TRATA DE PERSONAS,1
06/15/2024 12:00:00 AM,54,NORTE DE SANTANDER,54001,CUCUTA,ARTICULO 188 A.- TRATA DE PERSONAS,1
06/16/2024 12:00:00 AM,05,ANTIOQUIA,05088,BELLO,ARTICULO 188 A.- TRATA DE PERSONAS,1
"06/17/2024 12:00:00 AM,11,BOGOTA D.C.,11001,""BOGOTA, D.C."",ARTICULO 188. TRAFICO DE MIGRANTES,3"
06/17/2024 12:00:00 AM,13,BOLIVAR,13001,CARTAGENA,ARTICULO 188. TRAFICO DE MIGRANTES,1
"06/18/2024 12:00:00 AM,11,BOGOTA D.C.,11001,""BOGOTA, D.C."",ARTICULO 188 A.- TRATA DE PERSONAS,1"
"06/18/2024 12:00:00 AM,11,BOGOTA D.C.,11001,""BOGOTA, D.C."",ARTICULO 188 A.- TRATA DE PERSONAS,1"
06/20/2024 12:00:00 AM,76,VALLE DEL CAUCA,76400,LA UNION,ARTICULO 188 A.- TRATA DE PERSONAS,1
06/29/2024 12:00:00 AM,05,ANTIOQUIA,05001,MEDELLIN,ARTICULO 188 A.- TRATA DE PERSONAS,2
06/29/2024 12:00:00 AM,27,CHOCO,27001,QUIBDO,ARTICULO 188 A.- TRATA DE PERSONAS,1
"07/01/2024 12:00:00 AM,11,BOGOTA D.C.,11001,""BOGOTA, D.C."",ARTICULO 188 A.- TRATA DE PERSONAS,1"
"07/02/2024 12:00:00 AM,11,BOGOTA D.C.,11001,""BOGOTA, D.C."",ARTICULO 188 A.- TRATA DE PERSONAS,1"
07/02/2024 12:00:00 AM,54,NORTE DE SANTANDER,54001,CUCUTA,ARTICULO 188 A.- TRATA DE PERSONAS,2
07/02/2024 12:00:00 AM,54,NORTE DE SANTANDER,54405,LOS PATIOS,ARTICULO 188 A.- TRATA DE PERSONAS,1
"07/03/2024 12:00:00 AM,11,BOGOTA D.C.,11001,""BOGOTA, D.C."",ARTICULO 188 A.- TRATA DE PERSONAS,2"
"07/03/2024 12:00:00 AM,11,BOGOTA D.C.,11001,""BOGOTA, D.C."",ARTICULO 188 A.- TRATA DE PERSONAS,1"
07/06/2024 12:00:00 AM,76,VALLE DEL CAUCA,76892,YUMBO,ARTICULO 188 A.- TRATA DE PERSONAS,1
"07/08/2024 12:00:00 AM,11,BOGOTA D.C.,11001,""BOGOTA, D.C."",ARTICULO 188 A.- TRATA DE PERSONAS,1"
07/08/2024 12:00:00 AM,88,SAN ANDRES ISLAS,88001,SAN ANDRES,ARTICULO 188. TRAFICO DE MIGRANTES,1
07/14/2024 12:00:00 AM,17,CALDAS,17001,MANIZALES,ARTICULO 188 A.- TRATA DE PERSONAS,1
"07/15/2024 12:00:00 AM,11,BOGOTA D.C.,11001,""BOGOTA, D.C."",ARTICULO 188 A.- TRATA DE PERSONAS,1"
07/17/2024 12:00:00 AM,86,PUTUMAYO,86001,MOCOA,ARTICULO 188 A.- TRATA DE PERSONAS,1
07/19/2024 12:00:00 AM,05,ANTIOQUIA,05001,MEDELLIN,ARTICULO 188 A.- TRATA DE PERSONAS,1
07/19/2024 12:00:00 AM,05,ANTIOQUIA,05042,SANTAFE DE ANTIOQUIA,ARTICULO 188 A.- TRATA DE PERSONAS,1
"07/19/2024 12:00:00 AM,11,BOGOTA D.C.,11001,""BOGOTA, D.C."",ARTICULO 188 A.- TRATA DE PERSONAS,1"
07/19/2024 12:00:00 AM,73,TOLIMA,73443,MARIQUITA,ARTICULO 188. TRAFICO DE MIGRANTES,1
07/26/2024 12:00:00 AM,05,ANTIOQUIA,05001,MEDELLIN,ARTICULO 188 A.- TRATA DE PERSONAS,1
07/26/2024 12:00:00 AM,05,ANTIOQUIA,05001,MEDELLIN,ARTICULO 188 A.- TRATA DE PERSONAS,1
07/26/2024 12:00:00 AM,52,NARIÑO,52838,TUQUERRES,ARTICULO 188 A.- TRATA DE PERSONAS,1
07/26/2024 12:00:00 AM,52,NARIÑO,52838,TUQUERRES,ARTICULO 188 A.- TRATA DE PERSONAS,1
07/26/2024 12:00:00 AM,52,NARIÑO,52838,TUQUERRES,ARTICULO 188 A.- TRATA DE PERSONAS,2
07/26/2024 12:00:00 AM,52,NARIÑO,52838,TUQUERRES,ARTICULO 188 A.- TRATA DE PERSONAS,1
07/26/2024 12:00:00 AM,52,NARIÑO,52838,TUQUERRES,ARTICULO 188 A.- TRATA DE PERSONAS,2
07/26/2024 12:00:00 AM,52,NARIÑO,52838,TUQUERRES,ARTICULO 188 A.- TRATA DE PERSONAS,2
07/26/2024 12:00:00 AM,52,NARIÑO,52838,TUQUERRES,ARTICULO 188 A.- TRATA DE PERSONAS,2
07/26/2024 12:00:00 AM,52,NARIÑO,52838,TUQUERRES,ARTICULO 188 A.- TRATA DE PERSONAS,1
07/26/2024 12:00:00 AM,52,NARIÑO,52838,TUQUERRES,ARTICULO 188 A.- TRATA DE PERSONAS,1
07/26/2024 12:00:00 AM,52,NARIÑO,52838,TUQUERRES,ARTICULO 188 A.- TRATA DE PERSONAS,1
07/26/2024 12:00:00 AM,52,NARIÑO,52838,TUQUERRES,ARTICULO 188 A.- TRATA DE PERSONAS,1
"07/29/2024 12:00:00 AM,11,BOGOTA D.C.,11001,""BOGOTA, D.C."",ARTICULO 188 A.- TRATA DE PERSONAS,1"
"07/29/2024 12:00:00 AM,11,BOGOTA D.C.,11001,""BOGOTA, D.C."",ARTICULO 188 A.- TRATA DE PERSONAS,1"
07/30/2024 12:00:00 AM,05,ANTIOQUIA,05266,ENVIGADO,ARTICULO 188. TRAFICO DE MIGRANTES,1
07/30/2024 12:00:00 AM,05,ANTIOQUIA,05001,MEDELLIN,ARTICULO 188 A.- TRATA DE PERSONAS,1
"07/30/2024 12:00:00 AM,11,BOGOTA D.C.,11001,""BOGOTA, D.C."",ARTICULO 188. TRAFICO DE MIGRANTES,1"
07/31/2024 12:00:00 AM,19,CAUCA,19533,PIAMONTE,ARTICULO 188 A.- TRATA DE PERSONAS,1
07/31/2024 12:00:00 AM,52,NARIÑO,52001,PASTO,ARTICULO 188 A.- TRATA DE PERSONAS,1
07/31/2024 12:00:00 AM,73,TOLIMA,73001,IBAGUE,ARTICULO 188 A.- TRATA DE PERSONAS,1
08/01/2024 12:00:00 AM,25,CUNDINAMARCA,25754,SOACHA,ARTICULO 188 A.- TRATA DE PERSONAS,1
08/03/2024 12:00:00 AM,54,NORTE DE SANTANDER,54001,CUCUTA,ARTICULO 188 A.- TRATA DE PERSONAS,1
08/04/2024 12:00:00 AM,76,VALLE DEL CAUCA,76001,CALI,ARTICULO 188 A.- TRATA DE PERSONAS,1
08/04/2024 12:00:00 AM,76,VALLE DEL CAUCA,76147,CARTAGO,ARTICULO 188 A.- TRATA DE PERSONAS,1
08/05/2024 12:00:00 AM,54,NORTE DE SANTANDER,54001,CUCUTA,ARTICULO 188 A.- TRATA DE PERSONAS,1
08/05/2024 12:00:00 AM,76,VALLE DEL CAUCA,76001,CALI,ARTICULO 188 A.- TRATA DE PERSONAS,1
08/07/2024 12:00:00 AM,05,ANTIOQUIA,05001,MEDELLIN,ARTICULO 188 A.- TRATA DE PERSONAS,1
08/07/2024 12:00:00 AM,15,BOYACA,15001,TUNJA,ARTICULO 188 A.- TRATA DE PERSONAS,1
08/08/2024 12:00:00 AM,05,ANTIOQUIA,05001,MEDELLIN,ARTICULO 188 A.- TRATA DE PERSONAS,1
08/10/2024 12:00:00 AM,68,SANTANDER,68001,BUCARAMANGA,ARTICULO 188 A.- TRATA DE PERSONAS,1
08/11/2024 12:00:00 AM,05,ANTIOQUIA,05001,MEDELLIN,ARTICULO 188 A.- TRATA DE PERSONAS,1
"08/14/2024 12:00:00 AM,11,BOGOTA D.C.,11001,""BOGOTA, D.C."",ARTICULO 188 A.- TRATA DE PERSONAS,1"
08/14/2024 12:00:00 AM,54,NORTE DE SANTANDER,54001,CUCUTA,ARTICULO 188 A.- TRATA DE PERSONAS,1
"08/15/2024 12:00:00 AM,11,BOGOTA D.C.,11001,""BOGOTA, D.C."",ARTICULO 188 A.- TRATA DE PERSONAS,1"
"08/15/2024 12:00:00 AM,11,BOGOTA D.C.,11001,""BOGOTA, D.C."",ARTICULO 188 A.- TRATA DE PERSONAS,1"
08/18/2024 12:00:00 AM,73,TOLIMA,73001,IBAGUE,ARTICULO 188. TRAFICO DE MIGRANTES,1
08/20/2024 12:00:00 AM,54,NORTE DE SANTANDER,54001,CUCUTA,ARTICULO 188 A.- TRATA DE PERSONAS,1
08/20/2024 12:00:00 AM,76,VALLE DEL CAUCA,76364,JAMUNDI,ARTICULO 188 A.- TRATA DE PERSONAS,1
08/21/2024 12:00:00 AM,66,RISARALDA,66001,PEREIRA,ARTICULO 188 A.- TRATA DE PERSONAS,1
08/22/2024 12:00:00 AM,05,ANTIOQUIA,05001,MEDELLIN,ARTICULO 188 A.- TRATA DE PERSONAS,1
"08/23/2024 12:00:00 AM,11,BOGOTA D.C.,11001,""BOGOTA, D.C."",ARTICULO 188 A.- TRATA DE PERSONAS,1"
"08/23/2024 12:00:00 AM,11,BOGOTA D.C.,11001,""BOGOTA, D.C."",ARTICULO 188 A.- TRATA DE PERSONAS,1"
"08/23/2024 12:00:00 AM,11,BOGOTA D.C.,11001,""BOGOTA, D.C."",ARTICULO 188 B.- TRATA DE PERSONAS CIRCUNSTANCIAS DE AGRAVACION PUNITIVA.,1"
"08/23/2024 12:00:00 AM,11,BOGOTA D.C.,11001,""BOGOTA, D.C."",ARTICULO 188 B.- TRATA DE PERSONAS CIRCUNSTANCIAS DE AGRAVACION PUNITIVA.,1"
08/24/2024 12:00:00 AM,76,VALLE DEL CAUCA,76001,CALI,ARTICULO 188 A.- TRATA DE PERSONAS,1
08/25/2024 12:00:00 AM,76,VALLE DEL CAUCA,76001,CALI,ARTICULO 188 A.- TRATA DE PERSONAS,1
"08/27/2024 12:00:00 AM,11,BOGOTA D.C.,11001,""BOGOTA, D.C."",ARTICULO 188 A.- TRATA DE PERSONAS,1"
08/28/2024 12:00:00 AM,05,ANTIOQUIA,05088,BELLO,ARTICULO 188 A.- TRATA DE PERSONAS,1
08/28/2024 12:00:00 AM,76,VALLE DEL CAUCA,76834,TULUA,ARTICULO 188 A.- TRATA DE PERSONAS,1
"08/29/2024 12:00:00 AM,11,BOGOTA D.C.,11001,""BOGOTA, D.C."",ARTICULO 188 A.- TRATA DE PERSONAS,1"
"09/02/2024 12:00:00 AM,11,BOGOTA D.C.,11001,""BOGOTA, D.C."",ARTICULO 188 A.- TRATA DE PERSONAS,1"
09/02/2024 12:00:00 AM,54,NORTE DE SANTANDER,54001,CUCUTA,ARTICULO 188 A.- TRATA DE PERSONAS,1
09/03/2024 12:00:00 AM,05,ANTIOQUIA,05001,MEDELLIN,ARTICULO 188 A.- TRATA DE PERSONAS,1
09/03/2024 12:00:00 AM,52,NARIÑO,52835,SAN ANDRES DE TUMACO,ARTICULO 188 A.- TRATA DE PERSONAS,1
09/03/2024 12:00:00 AM,54,NORTE DE SANTANDER,54001,CUCUTA,ARTICULO 188 A.- TRATA DE PERSONAS,1
09/03/2024 12:00:00 AM,54,NORTE DE SANTANDER,54001,CUCUTA,ARTICULO 188 A.- TRATA DE PERSONAS,1
09/03/2024 12:00:00 AM,76,VALLE DEL CAUCA,76001,CALI,ARTICULO 188 A.- TRATA DE PERSONAS,1
09/03/2024 12:00:00 AM,76,VALLE DEL CAUCA,76001,CALI,ARTICULO 188 A.- TRATA DE PERSONAS,1
09/05/2024 12:00:00 AM,50,META,50001,VILLAVICENCIO,ARTICULO 188 A.- TRATA DE PERSONAS,1
"09/06/2024 12:00:00 AM,11,BOGOTA D.C.,11001,""BOGOTA, D.C."",ARTICULO 188 A.- TRATA DE PERSONAS,1"
09/10/2024 12:00:00 AM,08,ATLANTICO,08001,BARRANQUILLA,ARTICULO 188 A.- TRATA DE PERSONAS,2
09/10/2024 12:00:00 AM,54,NORTE DE SANTANDER,54001,CUCUTA,ARTICULO 188 A.- TRATA DE PERSONAS,1
09/11/2024 12:00:00 AM,19,CAUCA,19256,EL TAMBO,ARTICULO 188 A.- TRATA DE PERSONAS,1
09/11/2024 12:00:00 AM,19,CAUCA,19256,EL TAMBO,ARTICULO 188 A.- TRATA DE PERSONAS,1
09/12/2024 12:00:00 AM,52,NARIÑO,52835,SAN ANDRES DE TUMACO,ARTICULO 188 A.- TRATA DE PERSONAS,1
09/19/2024 12:00:00 AM,05,ANTIOQUIA,05001,MEDELLIN,ARTICULO 188 A.- TRATA DE PERSONAS,1
"09/20/2024 12:00:00 AM,11,BOGOTA D.C.,11001,""BOGOTA, D.C."",ARTICULO 188 A.- TRATA DE PERSONAS,1"
"09/20/2024 12:00:00 AM,11,BOGOTA D.C.,11001,""BOGOTA, D.C."",ARTICULO 188 A.- TRATA DE PERSONAS,3"
"09/20/2024 12:00:00 AM,11,BOGOTA D.C.,11001,""BOGOTA, D.C."",ARTICULO 188 A.- TRATA DE PERSONAS,1"
"09/20/2024 12:00:00 AM,11,BOGOTA D.C.,11001,""BOGOTA, D.C."",ARTICULO 188 A.- TRATA DE PERSONAS,1"
09/21/2024 12:00:00 AM,05,ANTIOQUIA,05001,MEDELLIN,ARTICULO 188 A.- TRATA DE PERSONAS,1
"09/22/2024 12:00:00 AM,11,BOGOTA D.C.,11001,""BOGOTA, D.C."",ARTICULO 188 A.- TRATA DE PERSONAS,1"
09/25/2024 12:00:00 AM,50,META,50001,VILLAVICENCIO,ARTICULO 188 A.- TRATA DE PERSONAS,1
09/25/2024 12:00:00 AM,54,NORTE DE SANTANDER,54001,CUCUTA,ARTICULO 188 A.- TRATA DE PERSONAS,1
"09/26/2024 12:00:00 AM,11,BOGOTA D.C.,11001,""BOGOTA, D.C."",ARTICULO 188 A.- TRATA DE PERSONAS,1"
09/29/2024 12:00:00 AM,63,QUINDIO,63001,ARMENIA,ARTICULO 188 A.- TRATA DE PERSONAS,1
09/30/2024 12:00:00 AM,63,QUINDIO,63130,CALARCA,ARTICULO 188 A.- TRATA DE PERSONAS,1
10/03/2024 12:00:00 AM,05,ANTIOQUIA,05001,MEDELLIN,ARTICULO 188 A.- TRATA DE PERSONAS,1
"10/07/2024 12:00:00 AM,11,BOGOTA D.C.,11001,""BOGOTA, D.C."",ARTICULO 188 A.- TRATA DE PERSONAS,1"
"10/07/2024 12:00:00 AM,11,BOGOTA D.C.,11001,""BOGOTA, D.C."",ARTICULO 188 A.- TRATA DE PERSONAS,1"
10/07/2024 12:00:00 AM,76,VALLE DEL CAUCA,76001,CALI,ARTICULO 188 A.- TRATA DE PERSONAS,1
"10/09/2024 12:00:00 AM,11,BOGOTA D.C.,11001,""BOGOTA, D.C."",ARTICULO 188. TRAFICO DE MIGRANTES,1"
"10/10/2024 12:00:00 AM,11,BOGOTA D.C.,11001,""BOGOTA, D.C."",ARTICULO 188 A.- TRATA DE PERSONAS,1"
10/10/2024 12:00:00 AM,76,VALLE DEL CAUCA,76001,CALI,ARTICULO 188 A.- TRATA DE PERSONAS,1
10/16/2024 12:00:00 AM,05,ANTIOQUIA,05088,BELLO,ARTICULO 188 A.- TRATA DE PERSONAS,1
10/17/2024 12:00:00 AM,52,NARIÑO,52001,PASTO,ARTICULO 188 A.- TRATA DE PERSONAS,1
"10/20/2024 12:00:00 AM,11,BOGOTA D.C.,11001,""BOGOTA, D.C."",ARTICULO 188 A.- TRATA DE PERSONAS,1"
10/25/2024 12:00:00 AM,08,ATLANTICO,08001,BARRANQUILLA,ARTICULO 188 A.- TRATA DE PERSONAS,1
10/25/2024 12:00:00 AM,73,TOLIMA,73001,IBAGUE,ARTICULO 188 A.- TRATA DE PERSONAS,1
"10/28/2024 12:00:00 AM,11,BOGOTA D.C.,11001,""BOGOTA, D.C."",ARTICULO 188 A.- TRATA DE PERSONAS,1"
10/29/2024 12:00:00 AM,05,ANTIOQUIA,05360,ITAGUI,ARTICULO 188 A.- TRATA DE PERSONAS,1
10/29/2024 12:00:00 AM,13,BOLIVAR,13001,CARTAGENA,ARTICULO 188 A.- TRATA DE PERSONAS,1
10/29/2024 12:00:00 AM,13,BOLIVAR,13001,CARTAGENA,ARTICULO 188 A.- TRATA DE PERSONAS,1
"10/30/2024 12:00:00 AM,11,BOGOTA D.C.,11001,""BOGOTA, D.C."",ARTICULO 188 A.- TRATA DE PERSONAS,1"
"10/30/2024 12:00:00 AM,11,BOGOTA D.C.,11001,""BOGOTA, D.C."",ARTICULO 188 A.- TRATA DE PERSONAS,1"
"10/30/2024 12:00:00 AM,11,BOGOTA D.C.,11001,""BOGOTA, D.C."",ARTICULO 188 A.- TRATA DE PERSONAS,1"
"10/30/2024 12:00:00 AM,11,BOGOTA D.C.,11001,""BOGOTA, D.C."",ARTICULO 188 A.- TRATA DE PERSONAS,1"
11/03/2024 12:00:00 AM,05,ANTIOQUIA,05001,MEDELLIN,ARTICULO 188 A.- TRATA DE PERSONAS,1
11/03/2024 12:00:00 AM,54,NORTE DE SANTANDER,54001,CUCUTA,ARTICULO 188 A.- TRATA DE PERSONAS,1
"11/05/2024 12:00:00 AM,11,BOGOTA D.C.,11001,""BOGOTA, D.C."",ARTICULO 188 A.- TRATA DE PERSONAS,1"
11/05/2024 12:00:00 AM,76,VALLE DEL CAUCA,76001,CALI,ARTICULO 188 A.- TRATA DE PERSONAS,1
11/06/2024 12:00:00 AM,08,ATLANTICO,08001,BARRANQUILLA,ARTICULO 188 A.- TRATA DE PERSONAS,1
"11/06/2024 12:00:00 AM,11,BOGOTA D.C.,11001,""BOGOTA, D.C."",ARTICULO 188 A.- TRATA DE PERSONAS,1"
"11/06/2024 12:00:00 AM,11,BOGOTA D.C.,11001,""BOGOTA, D.C."",ARTICULO 188 A.- TRATA DE PERSONAS,1"
"11/06/2024 12:00:00 AM,11,BOGOTA D.C.,11001,""BOGOTA, D.C."",ARTICULO 188 A.- TRATA DE PERSONAS,1"
"11/07/2024 12:00:00 AM,11,BOGOTA D.C.,11001,""BOGOTA, D.C."",ARTICULO 188 A.- TRATA DE PERSONAS,2"
"11/08/2024 12:00:00 AM,11,BOGOTA D.C.,11001,""BOGOTA, D.C."",ARTICULO 188 A.- TRATA DE PERSONAS,1"
"11/08/2024 12:00:00 AM,11,BOGOTA D.C.,11001,""BOGOTA, D.C."",ARTICULO 188 A.- TRATA DE PERSONAS,1"
"11/08/2024 12:00:00 AM,11,BOGOTA D.C.,11001,""BOGOTA, D.C."",ARTICULO 188 A.- TRATA DE PERSONAS,1"
11/08/2024 12:00:00 AM,15,BOYACA,15001,TUNJA,ARTICULO 188 A.- TRATA DE PERSONAS,1
11/18/2024 12:00:00 AM,17,CALDAS,17001,MANIZALES,ARTICULO 188 A.- TRATA DE PERSONAS,1
11/21/2024 12:00:00 AM,47,MAGDALENA,47001,SANTA MARTA,ARTICULO 188 A.- TRATA DE PERSONAS,1
11/21/2024 12:00:00 AM,66,RISARALDA,66170,DOSQUEBRADAS,ARTICULO 188 A.- TRATA DE PERSONAS,1
"11/22/2024 12:00:00 AM,11,BOGOTA D.C.,11001,""BOGOTA, D.C."",ARTICULO 188 A.- TRATA DE PERSONAS,1"
11/24/2024 12:00:00 AM,76,VALLE DEL CAUCA,76001,CALI,ARTICULO 188 A.- TRATA DE PERSONAS,1
11/26/2024 12:00:00 AM,13,BOLIVAR,13001,CARTAGENA,ARTICULO 188 A.- TRATA DE PERSONAS,1
11/26/2024 12:00:00 AM,50,META,50606,RESTREPO,ARTICULO 188 A.- TRATA DE PERSONAS,1
12/01/2024 12:00:00 AM,23,CORDOBA,23001,MONTERIA,ARTICULO 188 A.- TRATA DE PERSONAS,1
"01/01/2025 12:00:00 AM,11,BOGOTA D.C.,11001,""BOGOTA, D.C."",ARTICULO 188 A.- TRATA DE PERSONAS,1"
"01/01/2025 12:00:00 AM,11,BOGOTA D.C.,11001,""BOGOTA, D.C."",ARTICULO 188 A.- TRATA DE PERSONAS,1"
01/02/2025 12:00:00 AM,76,VALLE DEL CAUCA,76001,CALI,ARTICULO 188 A.- TRATA DE PERSONAS,1
01/02/2025 12:00:00 AM,76,VALLE DEL CAUCA,76001,CALI,ARTICULO 188 A.- TRATA DE PERSONAS,1
01/07/2025 12:00:00 AM,05,ANTIOQUIA,05360,ITAGUI,ARTICULO 188 A.- TRATA DE PERSONAS,1
01/07/2025 12:00:00 AM,05,ANTIOQUIA,05360,ITAGUI,ARTICULO 188 A.- TRATA DE PERSONAS,1
01/07/2025 12:00:00 AM,05,ANTIOQUIA,05001,MEDELLIN,ARTICULO 188 A.- TRATA DE PERSONAS,1
01/07/2025 12:00:00 AM,05,ANTIOQUIA,05001,MEDELLIN,ARTICULO 188 A.- TRATA DE PERSONAS,2
01/10/2025 12:00:00 AM,05,ANTIOQUIA,05615,RIONEGRO,ARTICULO 188 A.- TRATA DE PERSONAS,1
"01/13/2025 12:00:00 AM,11,BOGOTA D.C.,11001,""BOGOTA, D.C."",ARTICULO 188 A.- TRATA DE PERSONAS,2"
"01/13/2025 12:00:00 AM,11,BOGOTA D.C.,11001,""BOGOTA, D.C."",ARTICULO 188 A.- TRATA DE PERSONAS,1"
"01/13/2025 12:00:00 AM,11,BOGOTA D.C.,11001,""BOGOTA, D.C."",ARTICULO 188 A.- TRATA DE PERSONAS,1"
"01/13/2025 12:00:00 AM,11,BOGOTA D.C.,11001,""BOGOTA, D.C."",ARTICULO 188 A.- TRATA DE PERSONAS,1"
01/13/2025 12:00:00 AM,54,NORTE DE SANTANDER,54810,TIBU,ARTICULO 188 A.- TRATA DE PERSONAS,1
01/14/2025 12:00:00 AM,76,VALLE DEL CAUCA,76233,DAGUA,ARTICULO 188. TRAFICO DE MIGRANTES,1
01/15/2025 12:00:00 AM,05,ANTIOQUIA,05001,MEDELLIN,ARTICULO 188 A.- TRATA DE PERSONAS,1
"01/15/2025 12:00:00 AM,11,BOGOTA D.C.,11001,""BOGOTA, D.C."",ARTICULO 188 A.- TRATA DE PERSONAS,1"
01/17/2025 12:00:00 AM,05,ANTIOQUIA,05490,NECOCLI,ARTICULO 188. TRAFICO DE MIGRANTES,1
01/17/2025 12:00:00 AM,23,CORDOBA,23855,VALENCIA,ARTICULO 188 A.- TRATA DE PERSONAS,1
01/17/2025 12:00:00 AM,23,CORDOBA,23855,VALENCIA,ARTICULO 188 A.- TRATA DE PERSONAS,1
01/18/2025 12:00:00 AM,54,NORTE DE SANTANDER,54810,TIBU,ARTICULO 188 A.- TRATA DE PERSONAS,2
01/18/2025 12:00:00 AM,54,NORTE DE SANTANDER,54810,TIBU,ARTICULO 188 A.- TRATA DE PERSONAS,2
01/18/2025 12:00:00 AM,54,NORTE DE SANTANDER,54810,TIBU,ARTICULO 188 A.- TRATA DE PERSONAS,1
01/18/2025 12:00:00 AM,54,NORTE DE SANTANDER,54810,TIBU,ARTICULO 188 A.- TRATA DE PERSONAS,1
01/21/2025 12:00:00 AM,76,VALLE DEL CAUCA,76147,CARTAGO,ARTICULO 188 A.- TRATA DE PERSONAS,1
"01/23/2025 12:00:00 AM,11,BOGOTA D.C.,11001,""BOGOTA, D.C."",ARTICULO 188 A.- TRATA DE PERSONAS,2"
01/23/2025 12:00:00 AM,54,NORTE DE SANTANDER,54001,CUCUTA,ARTICULO 188 A.- TRATA DE PERSONAS,1
01/24/2025 12:00:00 AM,05,ANTIOQUIA,05837,TURBO,ARTICULO 188. TRAFICO DE MIGRANTES,1
01/24/2025 12:00:00 AM,05,ANTIOQUIA,05837,TURBO,ARTICULO 188. TRAFICO DE MIGRANTES,1
01/24/2025 12:00:00 AM,05,ANTIOQUIA,05837,TURBO,ARTICULO 188. TRAFICO DE MIGRANTES,1
"01/30/2025 12:00:00 AM,11,BOGOTA D.C.,11001,""BOGOTA, D.C."",ARTICULO 188 A.- TRATA DE PERSONAS,1"
